user_id,signup_date,city,device,acquisition_channel,user_type
U01407,2024-02-02,Bengaluru,Android,Paid Social,Returning
U01408,2024-12-16,Hyderabad,Android,Paid Social,New
U01409,2023-10-29,Kolkata,Android,Organic,Returning
U01410,2024-05-08,Hyderabad,Android,Paid Search,Returning
U01411,2023-12-01,Hyderabad,iOS,Paid Search,Returning
U01412,2023-05-25,Mumbai,Android,Paid Social,Returning
U01413,2023-10-16,Mumbai,iOS,Paid Social,Returning
U01414,2023-05-09,Delhi,iOS,Referral,Returning
U01415,2024-09-24,Bengaluru,Android,Organic,New
U01416,2024-01-13,Hyderabad,Android,Paid Social,Returning
U01417,2024-12-28,Kolkata,Android,Referral,New
U01418,2024-12-09,Hyderabad,iOS,Organic,New
U01419,2023-08-29,Delhi,Android,Organic,Returning
U01420,2023-08-27,Bengaluru,Android,Organic,Returning
U01421,2024-04-09,Delhi,Android,Paid Search,Returning
U01422,2024-09-08,Hyderabad,Android,Organic,New
U01423,2024-11-21,Mumbai,Android,Organic,New
U01424,2024-09-24,Kolkata,Android,Paid Search,New
U01425,2024-12-18,Delhi,Android,Paid Social,New
U01426,2024-10-28,Mumbai,Android,Referral,New
U01427,2024-12-17,Hyderabad,iOS,Paid Social,New
U01428,2024-12-23,Bengaluru,iOS,Referral,New
U01429,2024-07-24,Kolkata,Android,Paid Search,Returning
U01430,2024-10-13,Mumbai,iOS,Paid Social,New
U01431,2023-07-28,Bengaluru,iOS,Organic,Returning
U01432,2024-03-30,Bengaluru,Android,Referral,Returning
U01433,2024-11-30,Kolkata,iOS,Referral,New
U01434,2024-09-30,Mumbai,iOS,Paid Social,New
U01435,2024-12-10,Hyderabad,Android,Paid Search,New
U01436,2023-08-21,Hyderabad,Android,Organic,Returning
U01437,2024-09-10,Delhi,Android,Organic,New
U01438,2024-10-13,Hyderabad,Android,Organic,New
U01439,2023-02-05,Kolkata,iOS,Organic,Returning
U01440,2024-01-13,Bengaluru,Android,Organic,Returning
U01441,2024-12-29,Hyderabad,Android,Organic,New
U01442,2024-09-24,Delhi,iOS,Referral,New
U01443,2024-10-26,Delhi,Android,Paid Search,New
U01444,2024-09-30,Delhi,Android,Paid Social,New
U01445,2024-09-22,Kolkata,iOS,Paid Search,New
U01446,2023-12-08,Bengaluru,Android,Organic,Returning
U01447,2023-01-26,Delhi,Android,Organic,Returning
U01448,2024-09-08,Hyderabad,Android,Referral,New
U01449,2024-08-24,Bengaluru,iOS,Organic,Returning
U01450,2024-12-13,Hyderabad,Android,Paid Social,New
U01451,2024-06-09,Kolkata,Android,Organic,Returning
U01452,2023-10-06,Bengaluru,Android,Organic,Returning
U01453,2024-02-20,Bengaluru,iOS,Organic,Returning
U01454,2024-09-22,Kolkata,Android,Paid Search,Returning
U01455,2024-12-22,Bengaluru,Android,Organic,New
U01456,2024-10-21,Bengaluru,iOS,Referral,New
U01457,2024-11-08,Kolkata,iOS,Organic,New
U01458,2024-12-19,Kolkata,Android,Organic,New
U01459,2023-04-12,Mumbai,Android,Organic,Returning
U01460,2024-12-13,Mumbai,Android,Referral,New
U01461,2023-07-16,Kolkata,Android,Paid Search,Returning
U01462,2024-12-17,Mumbai,Android,Paid Search,New
U01463,2024-10-23,Mumbai,iOS,Paid Search,New
U01464,2024-12-12,Hyderabad,Android,Referral,New
U01465,2024-10-01,Mumbai,iOS,Organic,Returning
U01466,2024-08-14,Mumbai,Android,Paid Social,Returning
U01467,2024-12-31,Delhi,iOS,Paid Social,New
U01468,2024-12-26,Mumbai,Android,Organic,New
U01469,2024-05-23,Mumbai,Android,Organic,Returning
U01470,2024-10-31,Delhi,Android,Paid Search,New
U01471,2023-12-22,Delhi,Android,Organic,Returning
U01472,2024-10-21,Hyderabad,Android,Organic,New
U01473,2024-09-28,Delhi,Android,Organic,New
U01474,2024-10-06,Bengaluru,iOS,Organic,New
U01475,2024-10-04,Delhi,Android,Paid Social,New
U01476,2024-09-10,Bengaluru,Android,Paid Search,New
U01477,2024-12-08,Hyderabad,Android,Paid Search,New
U01478,2023-04-06,Delhi,iOS,Paid Search,Returning
U01479,2024-12-18,Delhi,Android,Organic,New
U01480,2024-12-28,Hyderabad,Android,Paid Search,New
U01481,2024-11-27,Bengaluru,Android,Referral,New
U01482,2024-12-16,Bengaluru,Android,Organic,New
U01483,2024-05-02,Hyderabad,Android,Paid Search,Returning
U01484,2024-11-22,Mumbai,Android,Paid Social,New
U01485,2023-01-31,Hyderabad,Android,Paid Search,Returning
U01486,2024-10-30,Hyderabad,iOS,Organic,New
U01487,2023-12-12,Kolkata,Android,Organic,Returning
U01488,2025-01-01,Bengaluru,Android,Paid Search,New
U01489,2024-01-24,Hyderabad,Android,Paid Social,Returning
U01490,2024-10-10,Hyderabad,iOS,Paid Social,New
U01491,2024-09-24,Bengaluru,Android,Paid Social,New
U01492,2024-09-07,Kolkata,Android,Organic,Returning
U01493,2024-08-09,Delhi,iOS,Paid Social,Returning
U01494,2023-02-07,Kolkata,Android,Paid Search,Returning
U01495,2024-10-02,Mumbai,Android,Referral,New
U01496,2024-01-04,Mumbai,Android,Paid Social,Returning
U01497,2023-05-20,Bengaluru,Android,Paid Search,Returning
U01498,2023-04-16,Kolkata,Android,Paid Social,Returning
U01499,2024-10-10,Mumbai,Android,Paid Search,New
U01500,2024-05-14,Bengaluru,Android,Organic,Returning
U01501,2023-12-29,Bengaluru,Android,Paid Search,Returning
U01502,2024-03-01,Hyderabad,iOS,Organic,Returning
U01503,2024-10-24,Bengaluru,Android,Organic,New
U01504,2024-10-19,Mumbai,iOS,Paid Social,New
U01505,2024-04-20,Hyderabad,Android,Organic,Returning
U01506,2024-12-03,Delhi,iOS,Paid Social,New
U01507,2023-06-24,Mumbai,iOS,Paid Search,Returning
U01508,2024-10-18,Bengaluru,Android,Paid Social,New
U01509,2024-09-21,Kolkata,Android,Paid Social,New
U01510,2023-05-05,Kolkata,Android,Paid Social,Returning
U01511,2024-09-06,Delhi,Android,Organic,New
U01512,2024-12-06,Mumbai,Android,Referral,New
U01513,2023-11-30,Mumbai,iOS,Organic,Returning
U01514,2023-04-18,Kolkata,Android,Paid Social,Returning
U01515,2024-09-19,Delhi,Android,Paid Search,Returning
U01516,2024-10-20,Mumbai,Android,Organic,New
U01517,2024-11-02,Kolkata,Android,Paid Search,New
U01518,2023-09-10,Bengaluru,Android,Paid Search,Returning
U01519,2024-11-23,Mumbai,Android,Organic,New
U01520,2024-09-17,Bengaluru,iOS,Organic,New
U01521,2024-10-20,Mumbai,Android,Organic,New
U01522,2024-11-01,Delhi,Android,Referral,New
U01523,2024-02-15,Kolkata,Android,Paid Search,Returning
U01524,2023-09-23,Delhi,Android,Organic,Returning
U01525,2024-02-28,Bengaluru,Android,Paid Social,Returning
U01526,2024-10-06,Hyderabad,Android,Paid Search,New
U01527,2024-09-28,Hyderabad,Android,Paid Social,New
U01528,2024-10-14,Hyderabad,iOS,Paid Search,New
U01529,2024-12-18,Hyderabad,Android,Organic,New
U01530,2024-12-09,Delhi,Android,Organic,New
U01531,2024-12-29,Mumbai,iOS,Paid Social,New
U01532,2024-11-29,Bengaluru,iOS,Paid Social,New
U01533,2024-12-13,Bengaluru,Android,Paid Social,New
U01534,2024-08-17,Kolkata,iOS,Organic,Returning
U01535,2024-09-14,Hyderabad,iOS,Paid Social,New
U01536,2024-12-25,Bengaluru,Android,Paid Search,New
U01537,2024-04-25,Bengaluru,Android,Paid Social,Returning
U01538,2023-08-11,Kolkata,Android,Organic,Returning
U01539,2023-03-17,Bengaluru,Android,Paid Social,Returning
U01540,2024-12-27,Bengaluru,iOS,Referral,New
U01541,2024-04-20,Bengaluru,Android,Organic,Returning
U01542,2024-09-13,Bengaluru,Android,Paid Social,New
U01543,2024-10-07,Delhi,Android,Paid Search,New
U01544,2024-10-11,Kolkata,Android,Organic,New
U01545,2024-12-14,Delhi,iOS,Organic,New
U01546,2024-09-23,Mumbai,Android,Paid Social,New
U01547,2024-10-24,Hyderabad,Android,Organic,New
U01548,2023-10-25,Mumbai,Android,Organic,Returning
U01549,2024-11-16,Hyderabad,iOS,Referral,New
U01550,2024-10-09,Mumbai,Android,Paid Search,New
U01551,2024-11-05,Mumbai,Android,Paid Social,New
U01552,2024-11-01,Mumbai,Android,Paid Search,New
U01553,2024-12-20,Hyderabad,Android,Paid Search,New
U01554,2024-11-05,Hyderabad,Android,Paid Social,New
U01555,2024-12-12,Hyderabad,Android,Organic,New
U01556,2024-01-15,Bengaluru,Android,Organic,Returning
U01557,2024-07-10,Mumbai,iOS,Paid Search,Returning
U01558,2024-09-19,Hyderabad,Android,Referral,New
U01559,2024-01-30,Delhi,Android,Organic,Returning
U01560,2023-06-06,Kolkata,iOS,Referral,Returning
U01561,2023-01-14,Delhi,Android,Paid Social,Returning
U01562,2023-12-28,Bengaluru,iOS,Paid Search,Returning
U01563,2023-06-09,Kolkata,Android,Organic,Returning
U01564,2024-05-14,Bengaluru,iOS,Organic,Returning
U01565,2023-08-23,Delhi,Android,Paid Search,Returning
U01566,2024-11-05,Delhi,iOS,Organic,New
U01567,2024-12-20,Kolkata,iOS,Organic,New
U01568,2024-11-16,Delhi,Android,Organic,New
U01569,2024-11-19,Hyderabad,Android,Referral,New
U01570,2024-11-27,Hyderabad,Android,Organic,New
U01571,2024-11-20,Mumbai,Android,Paid Search,New
U01572,2024-05-09,Kolkata,iOS,Organic,Returning
U01573,2024-11-08,Hyderabad,Android,Organic,New
U01574,2024-08-27,Delhi,iOS,Organic,Returning
U01575,2024-12-05,Kolkata,Android,Paid Social,New
U01576,2024-10-06,Mumbai,Android,Paid Search,New
U01577,2023-04-23,Bengaluru,iOS,Paid Search,Returning
U01578,2024-02-06,Delhi,Android,Paid Social,Returning
U01579,2024-09-30,Mumbai,Android,Organic,Returning
U01580,2024-09-08,Bengaluru,Android,Paid Social,Returning
U01581,2023-10-24,Mumbai,Android,Organic,Returning
U01582,2024-12-23,Delhi,Android,Referral,New
U01583,2024-10-01,Mumbai,Android,Referral,New
U01584,2024-12-26,Bengaluru,Android,Paid Social,New
U01585,2024-02-29,Hyderabad,iOS,Organic,Returning
U01586,2023-11-25,Delhi,Android,Paid Search,Returning
U01587,2024-10-30,Bengaluru,Android,Paid Social,New
U01588,2024-12-06,Delhi,Android,Paid Search,New
U01589,2024-09-17,Mumbai,Android,Organic,New
U01590,2024-12-20,Mumbai,iOS,Paid Search,New
U01591,2024-09-11,Mumbai,Android,Organic,New
U01592,2024-12-25,Bengaluru,Android,Paid Search,New
U01593,2023-10-31,Kolkata,Android,Organic,Returning
U01594,2024-10-30,Delhi,Android,Paid Search,New
U01595,2023-10-02,Bengaluru,Android,Organic,Returning
U01596,2024-03-17,Hyderabad,Android,Organic,Returning
U01597,2024-11-28,Mumbai,Android,Organic,New
U01598,2024-10-27,Mumbai,Android,Referral,New
U01599,2023-03-21,Delhi,Android,Paid Search,Returning
U01600,2024-12-15,Delhi,Android,Paid Search,New
U01601,2024-08-31,Mumbai,Android,Paid Social,Returning
U01602,2024-12-30,Bengaluru,Android,Paid Search,New
U01603,2023-11-05,Delhi,Android,Organic,Returning
U01604,2024-05-18,Kolkata,Android,Paid Search,Returning
U01605,2024-09-25,Mumbai,Android,Organic,New
U01606,2024-12-19,Delhi,Android,Paid Search,New
U01607,2023-12-12,Bengaluru,Android,Organic,Returning
U01608,2024-09-28,Hyderabad,Android,Referral,New
U01609,2024-11-11,Delhi,Android,Paid Search,New
U01610,2024-11-09,Bengaluru,Android,Organic,New
U01611,2024-10-15,Bengaluru,Android,Paid Search,New
U01612,2023-03-03,Hyderabad,Android,Organic,Returning
U01613,2023-05-31,Mumbai,Android,Paid Search,Returning
U01614,2024-09-19,Bengaluru,Android,Referral,New
U01615,2024-01-28,Bengaluru,Android,Paid Social,Returning
U01616,2024-12-07,Mumbai,iOS,Paid Social,New
U01617,2024-11-01,Mumbai,iOS,Paid Search,New
U01618,2024-03-30,Hyderabad,Android,Paid Search,Returning
U01619,2024-04-05,Bengaluru,Android,Organic,Returning
U01620,2024-10-04,Hyderabad,Android,Paid Search,New
U01621,2025-01-01,Kolkata,iOS,Paid Search,New
U01622,2024-10-06,Mumbai,Android,Organic,New
U01623,2024-02-12,Bengaluru,Android,Organic,Returning
U01624,2024-09-19,Mumbai,iOS,Organic,New
U01625,2024-12-19,Delhi,Android,Organic,New
U01626,2024-08-22,Bengaluru,Android,Organic,Returning
U01627,2024-11-01,Delhi,Android,Organic,New
U01628,2024-10-29,Kolkata,Android,Paid Search,New
U01629,2024-11-22,Delhi,iOS,Paid Search,New
U01630,2024-11-04,Kolkata,Android,Organic,New
U01631,2024-10-08,Mumbai,Android,Paid Search,New
U01632,2023-10-05,Mumbai,Android,Paid Social,Returning
U01633,2024-01-04,Bengaluru,Android,Organic,Returning
U01634,2024-04-07,Mumbai,iOS,Organic,Returning
U01635,2023-05-09,Bengaluru,iOS,Paid Search,Returning
U01636,2024-12-17,Delhi,iOS,Organic,New
U01637,2024-12-03,Delhi,iOS,Organic,New
U01638,2023-05-30,Delhi,Android,Paid Search,Returning
U01639,2024-12-27,Mumbai,Android,Organic,New
U01640,2023-01-15,Bengaluru,Android,Paid Social,Returning
U01641,2023-02-23,Delhi,Android,Paid Social,Returning
U01642,2024-12-05,Kolkata,Android,Organic,New
U01643,2024-12-26,Bengaluru,Android,Paid Search,New
U01644,2024-12-17,Delhi,Android,Referral,New
U01645,2024-10-06,Delhi,iOS,Paid Search,New
U01646,2024-10-22,Delhi,Android,Referral,New
U01647,2024-10-27,Hyderabad,Android,Paid Social,New
U01648,2023-02-09,Bengaluru,iOS,Organic,Returning
U01649,2024-05-09,Delhi,Android,Organic,Returning
U01650,2023-02-18,Mumbai,Android,Organic,Returning
U01651,2024-11-25,Delhi,Android,Paid Social,New
U01652,2024-09-09,Kolkata,iOS,Organic,New
U01653,2024-11-09,Kolkata,iOS,Paid Social,New
U01654,2024-12-29,Bengaluru,Android,Paid Search,New
U01655,2023-02-28,Delhi,Android,Paid Social,Returning
U01656,2024-12-10,Bengaluru,Android,Paid Social,New
U01657,2025-01-01,Bengaluru,Android,Organic,New
U01658,2023-12-01,Mumbai,iOS,Organic,Returning
U01659,2024-10-17,Mumbai,Android,Paid Search,New
U01660,2024-12-06,Delhi,iOS,Paid Social,New
U01661,2024-10-05,Delhi,iOS,Paid Social,New
U01662,2023-01-12,Delhi,Android,Paid Search,Returning
U01663,2024-04-15,Kolkata,iOS,Paid Social,Returning
U01664,2024-10-27,Kolkata,Android,Paid Search,New
U01665,2024-08-03,Bengaluru,Android,Organic,Returning
U01666,2024-08-29,Mumbai,iOS,Referral,Returning
U01667,2023-03-07,Delhi,Android,Paid Search,Returning
U01668,2024-11-11,Hyderabad,iOS,Paid Social,New
U01669,2024-10-05,Mumbai,Android,Organic,New
U01670,2023-03-19,Kolkata,Android,Paid Search,Returning
U01671,2024-11-03,Bengaluru,iOS,Organic,New
U01672,2024-03-25,Delhi,Android,Organic,Returning
U01673,2024-09-07,Kolkata,Android,Organic,Returning
U01674,2024-10-19,Bengaluru,Android,Paid Social,New
U01675,2024-03-13,Bengaluru,Android,Organic,Returning
U01676,2024-07-20,Hyderabad,Android,Organic,Returning
U01677,2023-12-05,Hyderabad,iOS,Organic,Returning
U01678,2024-09-26,Mumbai,Android,Paid Search,New
U01679,2023-04-09,Hyderabad,iOS,Paid Search,Returning
U01680,2024-12-31,Hyderabad,iOS,Paid Social,New
U01681,2023-01-15,Bengaluru,Android,Paid Social,Returning
U01682,2023-01-16,Mumbai,Android,Organic,Returning
U01683,2023-04-17,Hyderabad,Android,Paid Search,Returning
U01684,2024-12-17,Kolkata,iOS,Organic,New
U01685,2024-12-29,Bengaluru,Android,Paid Search,New
U01686,2024-12-06,Bengaluru,Android,Referral,New
U01687,2024-11-30,Hyderabad,iOS,Paid Search,New
U01688,2024-09-10,Bengaluru,Android,Referral,New
U01689,2023-03-18,Bengaluru,Android,Organic,Returning
U01690,2025-01-01,Hyderabad,iOS,Paid Social,New
U01691,2024-08-05,Mumbai,Android,Paid Social,Returning
U01692,2023-02-13,Delhi,Android,Paid Social,Returning
U01693,2024-11-08,Bengaluru,Android,Paid Social,New
U01694,2024-01-09,Bengaluru,iOS,Organic,Returning
U01695,2024-03-24,Hyderabad,iOS,Paid Social,Returning
U01696,2024-10-25,Mumbai,iOS,Paid Search,New
U01697,2024-10-31,Bengaluru,iOS,Paid Search,New
U01698,2023-04-02,Delhi,Android,Organic,Returning
U01699,2023-01-08,Bengaluru,Android,Organic,Returning
U01700,2023-12-20,Bengaluru,Android,Referral,Returning
U01701,2023-07-13,Delhi,iOS,Organic,Returning
U01702,2024-09-18,Mumbai,iOS,Organic,Returning
U01703,2024-11-21,Bengaluru,Android,Organic,New
U01704,2023-01-20,Delhi,iOS,Paid Search,Returning
U01705,2024-10-18,Delhi,Android,Paid Social,New
U01706,2024-09-27,Delhi,Android,Referral,Returning
U01707,2024-10-01,Bengaluru,Android,Paid Search,New
U01708,2024-09-22,Bengaluru,iOS,Organic,New
U01709,2024-04-30,Bengaluru,Android,Organic,Returning
U01710,2024-12-11,Delhi,Android,Organic,New
U01711,2024-03-02,Hyderabad,iOS,Paid Search,Returning
U01712,2024-09-17,Bengaluru,Android,Referral,New
U01713,2024-06-20,Hyderabad,Android,Organic,Returning
U01714,2024-01-16,Hyderabad,Android,Organic,Returning
U01715,2024-11-27,Bengaluru,Android,Paid Social,New
U01716,2024-02-18,Bengaluru,Android,Paid Search,Returning
U01717,2024-10-27,Bengaluru,Android,Paid Search,New
U01718,2023-07-20,Bengaluru,iOS,Paid Search,Returning
U01719,2023-05-12,Mumbai,Android,Organic,Returning
U01720,2023-10-03,Bengaluru,Android,Paid Search,Returning
U01721,2024-12-07,Hyderabad,iOS,Organic,New
U01722,2024-09-05,Mumbai,Android,Paid Social,New
U01723,2024-04-07,Hyderabad,iOS,Organic,Returning
U01724,2023-11-01,Hyderabad,iOS,Paid Search,Returning
U01725,2024-11-27,Mumbai,iOS,Referral,New
U01726,2024-10-27,Kolkata,Android,Paid Search,New
U01727,2024-11-26,Kolkata,Android,Organic,New
U01728,2023-02-22,Delhi,Android,Referral,Returning
U01729,2024-09-07,Bengaluru,iOS,Organic,New
U01730,2024-11-19,Delhi,iOS,Paid Social,New
U01731,2023-02-17,Bengaluru,Android,Organic,Returning
U01732,2024-12-12,Mumbai,Android,Referral,New
U01733,2024-08-06,Delhi,Android,Organic,Returning
U01734,2024-09-24,Mumbai,Android,Organic,New
U01735,2023-12-02,Hyderabad,iOS,Referral,Returning
U01736,2024-02-06,Delhi,iOS,Paid Search,Returning
U01737,2024-01-13,Mumbai,Android,Organic,Returning
U01738,2024-09-27,Delhi,iOS,Organic,New
U01739,2024-10-01,Hyderabad,Android,Organic,New
U01740,2024-09-03,Mumbai,Android,Organic,Returning
U01741,2024-09-05,Bengaluru,Android,Paid Search,New
U01742,2024-11-28,Mumbai,Android,Paid Search,New
U01743,2024-12-05,Bengaluru,iOS,Referral,New
U01744,2024-02-01,Hyderabad,Android,Paid Social,Returning
U01745,2023-07-31,Mumbai,Android,Referral,Returning
U01746,2023-04-02,Delhi,Android,Paid Search,Returning
U01747,2024-08-03,Hyderabad,Android,Paid Search,Returning
U01748,2024-12-03,Hyderabad,Android,Paid Search,New
U01749,2024-12-18,Hyderabad,Android,Organic,New
U01750,2024-12-20,Mumbai,Android,Organic,New
U01751,2024-09-28,Hyderabad,Android,Paid Social,Returning
U01752,2025-01-01,Delhi,iOS,Paid Social,New
U01753,2023-06-03,Hyderabad,Android,Organic,Returning
U01754,2023-09-19,Hyderabad,Android,Paid Search,Returning
U01755,2024-10-26,Bengaluru,Android,Organic,New
U01756,2023-12-20,Bengaluru,Android,Paid Search,Returning
U01757,2024-12-12,Delhi,Android,Organic,New
U01758,2023-04-16,Bengaluru,Android,Referral,Returning
U01759,2024-07-19,Delhi,Android,Paid Search,Returning
U01760,2023-08-18,Bengaluru,Android,Organic,Returning
U01761,2024-10-26,Mumbai,Android,Paid Social,New
U01762,2024-11-29,Bengaluru,iOS,Referral,New
U01763,2024-10-14,Delhi,Android,Paid Social,New
U01764,2024-11-20,Mumbai,Android,Paid Search,New
U01765,2024-11-24,Delhi,Android,Organic,New
U01766,2024-11-07,Delhi,Android,Paid Social,New
U01767,2023-02-18,Hyderabad,Android,Paid Social,Returning
U01768,2024-12-20,Kolkata,iOS,Referral,New
U01769,2024-12-29,Mumbai,Android,Paid Search,New
U01770,2024-04-07,Bengaluru,Android,Paid Social,Returning
U01771,2023-12-26,Bengaluru,iOS,Organic,Returning
U01772,2023-08-04,Kolkata,Android,Organic,Returning
U01773,2024-05-11,Mumbai,Android,Organic,Returning
U01774,2024-01-12,Hyderabad,Android,Organic,Returning
U01775,2024-08-05,Mumbai,Android,Paid Search,Returning
U01776,2024-10-08,Bengaluru,iOS,Organic,New
U01777,2023-12-30,Delhi,Android,Paid Social,Returning
U01778,2024-11-25,Hyderabad,iOS,Paid Search,New
U01779,2024-09-09,Kolkata,Android,Organic,New
U01780,2024-12-23,Bengaluru,Android,Paid Social,New
U01781,2024-11-25,Mumbai,Android,Organic,New
U01782,2023-08-25,Bengaluru,Android,Organic,Returning
U01783,2024-11-21,Kolkata,Android,Referral,New
U01784,2024-10-27,Bengaluru,Android,Organic,New
U01785,2024-12-26,Hyderabad,Android,Organic,New
U01786,2024-09-07,Bengaluru,Android,Paid Search,Returning
U01787,2024-12-13,Mumbai,iOS,Organic,New
U01788,2024-05-25,Mumbai,Android,Organic,Returning
U01789,2023-10-26,Delhi,Android,Paid Social,Returning
U01790,2024-09-17,Hyderabad,iOS,Paid Search,New
U01791,2024-04-25,Kolkata,Android,Paid Search,Returning
U01792,2024-10-28,Hyderabad,iOS,Referral,New
U01793,2024-12-03,Delhi,iOS,Organic,New
U01794,2023-12-10,Hyderabad,Android,Paid Search,Returning
U01795,2024-02-05,Mumbai,Android,Organic,Returning
U01796,2024-12-29,Mumbai,Android,Organic,New
U01797,2023-08-05,Delhi,Android,Referral,Returning
U01798,2024-09-16,Mumbai,Android,Paid Social,New
U01799,2024-09-21,Bengaluru,Android,Organic,New
U01800,2023-08-02,Delhi,iOS,Organic,Returning
U01801,2024-06-01,Bengaluru,Android,Organic,Returning
U01802,2023-03-16,Delhi,Android,Paid Social,Returning
U01803,2024-10-02,Bengaluru,Android,Organic,New
U01804,2023-10-02,Bengaluru,iOS,Referral,Returning
U01805,2023-05-09,Hyderabad,iOS,Organic,Returning
U01806,2023-10-23,Mumbai,iOS,Organic,Returning
U01807,2024-12-03,Bengaluru,iOS,Referral,New
U01808,2024-11-21,Hyderabad,Android,Referral,New
U01809,2024-09-12,Kolkata,Android,Organic,New
U01810,2024-12-06,Kolkata,Android,Paid Search,New
U01811,2024-12-09,Hyderabad,Android,Referral,New
U01812,2024-09-08,Kolkata,Android,Paid Social,New
U01813,2024-08-27,Mumbai,Android,Paid Search,Returning
U01814,2024-09-26,Kolkata,iOS,Paid Social,New
U01815,2023-04-20,Kolkata,Android,Referral,Returning
U01816,2024-10-14,Delhi,iOS,Paid Search,New
U01817,2024-02-12,Kolkata,Android,Organic,Returning
U01818,2024-11-13,Hyderabad,Android,Paid Search,New
U01819,2024-12-08,Hyderabad,Android,Paid Social,New
U01820,2024-09-13,Kolkata,iOS,Paid Search,Returning
U01821,2024-08-07,Delhi,iOS,Organic,Returning
U01822,2024-09-09,Delhi,Android,Paid Social,New
U01823,2024-10-14,Mumbai,Android,Paid Search,New
U01824,2024-09-04,Hyderabad,Android,Referral,Returning
U01825,2023-10-16,Kolkata,Android,Organic,Returning
U01826,2024-10-03,Kolkata,Android,Paid Social,New
U01827,2024-11-03,Hyderabad,Android,Paid Search,New
U01828,2024-10-21,Kolkata,iOS,Organic,New
U01829,2023-03-01,Bengaluru,Android,Paid Search,Returning
U01830,2024-09-07,Kolkata,Android,Organic,New
U01831,2024-10-15,Bengaluru,iOS,Paid Social,New
U01832,2024-07-01,Mumbai,Android,Paid Social,Returning
U01833,2024-09-10,Bengaluru,iOS,Organic,New
U01834,2024-11-29,Mumbai,Android,Paid Search,New
U01835,2024-10-03,Delhi,Android,Referral,New
U01836,2024-09-30,Bengaluru,iOS,Organic,New
U01837,2024-11-18,Mumbai,Android,Referral,New
U01838,2024-09-05,Hyderabad,iOS,Organic,New
U01839,2024-04-19,Bengaluru,iOS,Organic,Returning
U01840,2023-10-15,Hyderabad,Android,Paid Search,Returning
U01841,2024-12-30,Bengaluru,Android,Organic,New
U01842,2024-08-23,Bengaluru,Android,Referral,Returning
U01843,2024-11-26,Bengaluru,Android,Paid Social,New
U01844,2024-02-07,Mumbai,Android,Paid Social,Returning
U01845,2024-11-10,Hyderabad,iOS,Paid Social,New
U01846,2024-01-02,Mumbai,Android,Paid Social,Returning
U01847,2024-11-11,Hyderabad,Android,Paid Social,New
U01848,2024-06-15,Mumbai,Android,Paid Social,Returning
U01849,2024-12-19,Hyderabad,iOS,Paid Social,New
U01850,2024-02-08,Kolkata,iOS,Paid Search,Returning
U01851,2024-11-15,Delhi,Android,Organic,New
U01852,2024-03-02,Bengaluru,Android,Paid Search,Returning
U01853,2024-12-19,Bengaluru,iOS,Paid Search,New
U01854,2023-11-22,Mumbai,Android,Organic,Returning
U01855,2024-01-21,Mumbai,iOS,Organic,Returning
U01856,2023-07-15,Bengaluru,iOS,Organic,Returning
U01857,2024-12-15,Kolkata,iOS,Organic,New
U01858,2024-11-26,Kolkata,Android,Paid Social,New
U01859,2024-12-02,Bengaluru,Android,Paid Social,New
U01860,2024-09-07,Bengaluru,iOS,Organic,New
U01861,2023-09-16,Bengaluru,Android,Referral,Returning
U01862,2024-08-29,Delhi,iOS,Referral,Returning
U01863,2023-09-12,Hyderabad,Android,Referral,Returning
U01864,2024-12-26,Mumbai,iOS,Organic,New
U01865,2023-05-17,Bengaluru,Android,Organic,Returning
U01866,2023-07-17,Delhi,Android,Paid Search,Returning
U01867,2024-04-11,Bengaluru,Android,Paid Social,Returning
U01868,2024-11-10,Delhi,Android,Paid Search,New
U01869,2024-11-30,Delhi,Android,Paid Social,New
U01870,2023-02-27,Mumbai,iOS,Paid Social,Returning
U01871,2024-12-10,Mumbai,Android,Referral,New
U01872,2024-09-17,Kolkata,iOS,Paid Search,New
U01873,2023-11-27,Bengaluru,Android,Referral,Returning
U01874,2024-08-17,Hyderabad,Android,Paid Social,Returning
U01875,2024-06-06,Bengaluru,iOS,Organic,Returning
U01876,2023-07-04,Delhi,Android,Paid Social,Returning
U01877,2024-11-11,Kolkata,iOS,Organic,New
U01878,2024-12-26,Hyderabad,iOS,Organic,New
U01879,2024-11-18,Bengaluru,Android,Referral,New
U01880,2023-08-04,Mumbai,iOS,Organic,Returning
U01881,2024-12-26,Hyderabad,Android,Paid Search,New
U01882,2024-01-21,Kolkata,Android,Referral,Returning
U01883,2024-10-03,Mumbai,Android,Organic,New
U01884,2024-09-15,Bengaluru,iOS,Organic,Returning
U01885,2024-10-03,Mumbai,Android,Organic,New
U01886,2024-12-14,Bengaluru,Android,Paid Search,New
U01887,2024-09-27,Bengaluru,iOS,Organic,New
U01888,2024-12-08,Mumbai,Android,Organic,New
U01889,2024-05-17,Hyderabad,iOS,Paid Social,Returning
U01890,2024-12-28,Bengaluru,Android,Organic,New
U01891,2024-12-15,Hyderabad,Android,Paid Search,New
U01892,2024-06-16,Hyderabad,Android,Organic,Returning
U01893,2024-09-17,Hyderabad,Android,Paid Search,New
U01894,2024-12-25,Bengaluru,Android,Paid Search,New
U01895,2024-10-16,Delhi,iOS,Paid Search,New
U01896,2024-12-26,Bengaluru,iOS,Organic,New
U01897,2024-07-25,Bengaluru,Android,Organic,Returning
U01898,2024-10-26,Delhi,Android,Organic,New
