session_id,user_id,session_start,device,city,cart_value,delivery_fee
S003085,U01867,2025-04-03T18:43:00,Android,Bengaluru,718.67,19.0
S003086,U01867,2025-05-15T07:08:00,Android,Bengaluru,544.86,49.0
S003087,U01867,2025-06-24T21:08:00,Android,Bengaluru,1143.56,0.0
S003088,U01867,2025-06-21T13:56:00,Android,Bengaluru,639.7,49.0
S003089,U01868,2025-05-25T13:47:00,Android,Delhi,817.31,19.0
S003090,U01868,2025-05-24T20:55:00,Android,Delhi,1007.64,0.0
S003091,U01869,2025-03-19T21:31:00,Android,Delhi,569.34,49.0
S003092,U01870,2025-06-08T11:03:00,iOS,Mumbai,794.11,0.0
S003093,U01870,2025-03-04T12:48:00,iOS,Mumbai,940.37,0.0
S003094,U01870,2025-06-12T13:40:00,iOS,Mumbai,522.77,0.0
S003095,U01871,2025-05-30T17:22:00,Android,Mumbai,605.67,49.0
S003096,U01872,2025-06-11T16:53:00,iOS,Kolkata,670.96,49.0
S003097,U01873,2025-02-23T11:37:00,Android,Bengaluru,416.15,49.0
S003098,U01873,2025-06-19T20:47:00,Android,Bengaluru,661.57,59.0
S003099,U01873,2025-01-19T19:54:00,Android,Bengaluru,944.33,0.0
S003100,U01873,2025-06-12T19:57:00,Android,Bengaluru,723.68,19.0
S003101,U01874,2025-06-10T12:55:00,Android,Hyderabad,1173.3,0.0
S003102,U01874,2025-03-30T21:31:00,Android,Hyderabad,1002.47,0.0
S003103,U01874,2025-01-16T17:54:00,Android,Hyderabad,583.11,39.0
S003104,U01874,2025-03-19T09:41:00,Android,Hyderabad,786.81,39.0
S003105,U01875,2025-04-26T22:27:00,iOS,Bengaluru,592.74,29.0
S003106,U01875,2025-05-05T08:28:00,iOS,Bengaluru,1343.02,29.0
S003107,U01875,2025-06-25T09:29:00,iOS,Bengaluru,710.38,49.0
S003108,U01876,2025-03-14T15:47:00,Android,Delhi,750.05,29.0
S003109,U01876,2025-04-04T20:21:00,Android,Delhi,520.08,19.0
S003110,U01877,2025-01-01T22:01:00,iOS,Kolkata,599.1,59.0
S003111,U01878,2025-04-18T08:21:00,iOS,Hyderabad,897.69,59.0
S003112,U01879,2025-02-09T19:26:00,Android,Bengaluru,457.68,39.0
S003113,U01879,2025-03-13T22:03:00,Android,Bengaluru,853.52,39.0
S003114,U01880,2025-06-19T17:15:00,iOS,Mumbai,881.84,59.0
S003115,U01881,2025-02-26T20:28:00,Android,Hyderabad,555.62,39.0
S003116,U01882,2025-04-14T18:43:00,Android,Kolkata,590.76,39.0
S003117,U01883,2025-03-05T10:32:00,Android,Mumbai,522.41,49.0
S003118,U01884,2025-05-08T19:51:00,iOS,Bengaluru,813.58,0.0
S003119,U01884,2025-01-03T14:59:00,iOS,Bengaluru,266.03,49.0
S003120,U01885,2025-02-10T16:33:00,Android,Mumbai,496.16,59.0
S003121,U01886,2025-03-22T15:16:00,Android,Bengaluru,818.1,29.0
S003122,U01887,2025-05-24T21:42:00,iOS,Bengaluru,787.47,59.0
S003123,U01888,2025-01-07T18:39:00,Android,Mumbai,1037.27,0.0
S003124,U01889,2025-03-29T13:53:00,iOS,Hyderabad,665.69,49.0
S003125,U01889,2025-05-02T19:23:00,iOS,Hyderabad,2200.58,0.0
S003126,U01889,2025-03-11T07:48:00,iOS,Hyderabad,574.9,39.0
S003127,U01890,2025-04-07T22:55:00,Android,Bengaluru,1287.6,0.0
S003128,U01890,2025-04-08T22:39:00,Android,Bengaluru,431.31,69.0
S003129,U01891,2025-06-06T10:39:00,Android,Hyderabad,355.49,29.0
S003130,U01892,2025-03-06T16:21:00,Android,Hyderabad,309.93,39.0
S003131,U01893,2025-05-15T19:30:00,Android,Hyderabad,719.21,69.0
S003132,U01894,2025-02-25T18:38:00,Android,Bengaluru,590.93,19.0
S003133,U01895,2025-01-06T19:13:00,iOS,Delhi,858.99,39.0
S003134,U01896,2025-03-21T19:10:00,iOS,Bengaluru,700.01,59.0
S003135,U01897,2025-06-09T07:18:00,Android,Bengaluru,646.4,29.0
S003136,U01897,2025-03-06T08:18:00,Android,Bengaluru,383.15,29.0
S003137,U01897,2025-05-03T19:03:00,Android,Bengaluru,717.6,39.0
S003138,U01897,2025-05-23T17:43:00,Android,Bengaluru,671.6,49.0
S003139,U01898,2025-03-16T10:51:00,Android,Delhi,519.68,39.0
S003140,U01899,2025-06-21T16:08:00,Android,Delhi,832.3,59.0
S003141,U01900,2025-03-30T16:48:00,Android,Bengaluru,709.8,59.0
S003142,U01900,2025-06-01T08:52:00,Android,Bengaluru,437.94,49.0
S003143,U01901,2025-02-27T15:48:00,Android,Bengaluru,580.03,0.0
S003144,U01901,2025-03-08T07:35:00,Android,Bengaluru,926.3,0.0
S003145,U01901,2025-03-05T11:38:00,Android,Bengaluru,735.13,19.0
S003146,U01902,2025-02-24T18:23:00,Android,Kolkata,750.03,29.0
S003147,U01902,2025-05-01T07:31:00,Android,Kolkata,1068.68,0.0
S003148,U01903,2025-05-26T11:12:00,iOS,Hyderabad,816.48,49.0
S003149,U01903,2025-05-17T12:50:00,iOS,Hyderabad,1196.65,0.0
S003150,U01904,2025-04-04T07:53:00,iOS,Delhi,545.82,39.0
S003151,U01905,2025-01-26T12:25:00,iOS,Kolkata,548.82,39.0
S003152,U01905,2025-05-23T20:53:00,iOS,Kolkata,621.03,49.0
S003153,U01906,2025-04-27T20:37:00,Android,Bengaluru,1047.1,0.0
S003154,U01907,2025-01-08T07:39:00,Android,Delhi,411.02,49.0
S003155,U01907,2025-02-26T18:33:00,Android,Delhi,261.21,59.0
S003156,U01908,2025-02-10T14:42:00,Android,Hyderabad,556.15,19.0
S003157,U01909,2025-03-02T07:31:00,Android,Delhi,493.51,59.0
S003158,U01910,2025-06-23T16:15:00,Android,Bengaluru,1826.09,0.0
S003159,U01911,2025-03-30T17:47:00,iOS,Delhi,1287.85,19.0
S003160,U01912,2025-06-20T20:16:00,Android,Mumbai,730.21,19.0
S003161,U01913,2025-04-18T21:49:00,Android,Mumbai,426.53,29.0
S003162,U01913,2025-01-22T09:56:00,Android,Mumbai,392.95,49.0
S003163,U01914,2025-01-13T18:42:00,Android,Delhi,643.78,39.0
S003164,U01915,2025-04-05T18:06:00,iOS,Delhi,484.49,39.0
S003165,U01916,2025-04-11T09:58:00,Android,Delhi,695.26,29.0
S003166,U01917,2025-05-31T19:04:00,iOS,Mumbai,385.77,29.0
S003167,U01918,2025-02-25T12:16:00,Android,Bengaluru,782.4,59.0
S003168,U01918,2025-02-16T09:28:00,Android,Bengaluru,1619.57,0.0
S003169,U01919,2025-06-27T13:43:00,Android,Kolkata,1227.3,0.0
S003170,U01919,2025-03-08T15:36:00,Android,Kolkata,391.81,49.0
S003171,U01919,2025-04-10T14:41:00,Android,Kolkata,821.05,39.0
S003172,U01920,2025-02-15T19:08:00,iOS,Hyderabad,841.24,29.0
S003173,U01920,2025-02-25T21:36:00,iOS,Hyderabad,633.59,19.0
S003174,U01920,2025-04-27T10:12:00,iOS,Hyderabad,764.4,49.0
S003175,U01920,2025-02-28T21:26:00,iOS,Hyderabad,587.99,59.0
S003176,U01921,2025-01-17T12:54:00,Android,Delhi,767.04,39.0
S003177,U01921,2025-06-20T14:02:00,Android,Delhi,569.46,49.0
S003178,U01922,2025-02-18T22:49:00,iOS,Hyderabad,477.31,0.0
S003179,U01923,2025-03-11T13:28:00,Android,Bengaluru,520.29,39.0
S003180,U01923,2025-02-11T08:26:00,Android,Bengaluru,434.95,49.0
S003181,U01924,2025-05-31T22:36:00,Android,Delhi,927.34,0.0
S003182,U01925,2025-05-21T12:39:00,Android,Delhi,445.98,29.0
S003183,U01926,2025-06-03T07:42:00,iOS,Delhi,1123.96,69.0
S003184,U01927,2025-05-27T22:57:00,iOS,Hyderabad,928.58,59.0
S003185,U01928,2025-01-24T15:38:00,Android,Kolkata,510.21,39.0
S003186,U01928,2025-03-22T07:16:00,Android,Kolkata,639.24,0.0
S003187,U01929,2025-01-04T16:28:00,Android,Delhi,510.45,0.0
S003188,U01929,2025-01-31T20:02:00,Android,Delhi,570.05,59.0
S003189,U01929,2025-04-15T20:05:00,Android,Delhi,400.79,19.0
S003190,U01930,2025-03-12T08:31:00,Android,Delhi,395.79,59.0
S003191,U01931,2025-05-10T22:37:00,Android,Mumbai,554.11,69.0
S003192,U01931,2025-06-19T08:37:00,Android,Mumbai,572.55,39.0
S003193,U01931,2025-02-26T08:51:00,Android,Mumbai,1169.31,0.0
S003194,U01932,2025-05-03T10:47:00,Android,Delhi,476.82,29.0
S003195,U01933,2025-03-08T16:47:00,Android,Bengaluru,1081.21,0.0
S003196,U01933,2025-01-06T11:48:00,Android,Bengaluru,636.57,59.0
S003197,U01934,2025-01-11T19:41:00,iOS,Kolkata,975.48,0.0
S003198,U01934,2025-04-07T19:33:00,iOS,Kolkata,934.32,0.0
S003199,U01935,2025-04-18T14:16:00,Android,Hyderabad,807.09,19.0
S003200,U01936,2025-02-03T10:39:00,Android,Kolkata,772.38,59.0
S003201,U01937,2025-03-11T14:17:00,iOS,Bengaluru,580.31,0.0
S003202,U01937,2025-05-10T07:23:00,iOS,Bengaluru,713.25,59.0
S003203,U01937,2025-06-18T17:34:00,iOS,Bengaluru,869.47,39.0
S003204,U01938,2025-05-09T16:26:00,Android,Bengaluru,781.08,39.0
S003205,U01939,2025-06-28T12:49:00,iOS,Delhi,653.48,29.0
S003206,U01939,2025-01-01T22:39:00,iOS,Delhi,764.47,49.0
S003207,U01940,2025-03-05T14:12:00,Android,Kolkata,639.61,49.0
S003208,U01940,2025-03-18T09:20:00,Android,Kolkata,520.44,49.0
S003209,U01940,2025-06-01T17:49:00,Android,Kolkata,864.85,59.0
S003210,U01941,2025-01-10T08:08:00,Android,Bengaluru,1442.98,0.0
S003211,U01942,2025-02-12T22:23:00,Android,Bengaluru,689.57,19.0
S003212,U01942,2025-06-22T14:07:00,Android,Bengaluru,593.82,59.0
S003213,U01943,2025-03-03T13:24:00,Android,Bengaluru,421.38,49.0
S003214,U01943,2025-02-06T07:00:00,Android,Bengaluru,512.59,29.0
S003215,U01944,2025-06-12T09:11:00,Android,Hyderabad,833.7,19.0
S003216,U01944,2025-01-22T16:19:00,Android,Hyderabad,908.9,19.0
S003217,U01945,2025-02-26T16:55:00,Android,Hyderabad,1417.2,0.0
S003218,U01945,2025-03-30T16:04:00,Android,Hyderabad,850.27,29.0
S003219,U01946,2025-04-23T14:34:00,Android,Hyderabad,1536.48,0.0
S003220,U01946,2025-05-15T11:55:00,Android,Hyderabad,954.09,0.0
S003221,U01947,2025-01-25T12:21:00,Android,Bengaluru,1224.3,39.0
S003222,U01948,2025-02-21T10:00:00,Android,Hyderabad,674.05,39.0
S003223,U01949,2025-03-13T12:53:00,Android,Delhi,954.2,0.0
S003224,U01950,2025-05-06T08:12:00,iOS,Bengaluru,798.25,49.0
S003225,U01950,2025-01-24T07:49:00,iOS,Bengaluru,920.81,0.0
S003226,U01951,2025-03-18T18:50:00,Android,Delhi,495.33,49.0
S003227,U01952,2025-05-01T10:36:00,Android,Mumbai,256.3,39.0
S003228,U01953,2025-06-30T16:53:00,Android,Delhi,1332.57,39.0
S003229,U01953,2025-02-06T17:58:00,Android,Delhi,1231.3,29.0
S003230,U01953,2025-01-02T10:38:00,Android,Delhi,416.52,29.0
S003231,U01953,2025-02-23T20:05:00,Android,Delhi,1229.27,0.0
S003232,U01954,2025-06-02T13:58:00,Android,Kolkata,589.68,69.0
S003233,U01954,2025-04-14T20:44:00,Android,Kolkata,917.97,0.0
S003234,U01954,2025-04-06T16:39:00,Android,Kolkata,566.52,49.0
S003235,U01954,2025-04-10T10:10:00,Android,Kolkata,542.24,39.0
S003236,U01954,2025-02-26T08:08:00,Android,Kolkata,1005.01,69.0
S003237,U01955,2025-05-02T14:18:00,Android,Delhi,397.49,19.0
S003238,U01955,2025-06-02T10:10:00,Android,Delhi,1080.56,19.0
S003239,U01956,2025-03-24T10:10:00,iOS,Delhi,859.35,19.0
S003240,U01956,2025-04-14T07:37:00,iOS,Delhi,581.55,29.0
S003241,U01957,2025-04-03T16:53:00,Android,Mumbai,717.91,39.0
S003242,U01957,2025-02-11T18:20:00,Android,Mumbai,838.46,69.0
S003243,U01958,2025-05-20T21:13:00,Android,Mumbai,750.44,29.0
S003244,U01959,2025-03-18T20:35:00,Android,Bengaluru,581.43,69.0
S003245,U01959,2025-04-16T17:24:00,Android,Bengaluru,883.61,29.0
S003246,U01959,2025-03-07T07:33:00,Android,Bengaluru,600.85,19.0
S003247,U01959,2025-03-04T08:12:00,Android,Bengaluru,1460.33,0.0
S003248,U01960,2025-04-07T12:38:00,Android,Mumbai,498.84,49.0
S003249,U01960,2025-05-11T22:31:00,Android,Mumbai,678.36,49.0
S003250,U01961,2025-06-24T19:15:00,iOS,Bengaluru,833.61,59.0
S003251,U01962,2025-03-06T07:09:00,Android,Delhi,847.33,0.0
S003252,U01963,2025-04-10T16:24:00,Android,Hyderabad,931.18,0.0
S003253,U01963,2025-02-15T12:35:00,Android,Hyderabad,670.15,39.0
S003254,U01964,2025-03-01T20:48:00,iOS,Mumbai,956.56,49.0
S003255,U01964,2025-04-23T11:23:00,iOS,Mumbai,651.88,69.0
S003256,U01965,2025-01-24T12:42:00,Android,Delhi,830.83,59.0
S003257,U01965,2025-05-13T19:03:00,Android,Delhi,956.39,0.0
S003258,U01965,2025-04-24T18:35:00,Android,Delhi,811.44,19.0
S003259,U01965,2025-04-14T10:20:00,Android,Delhi,669.0,39.0
S003260,U01966,2025-05-15T10:08:00,iOS,Bengaluru,925.44,0.0
S003261,U01967,2025-04-19T22:38:00,Android,Mumbai,346.77,0.0
S003262,U01967,2025-06-27T15:57:00,Android,Mumbai,750.6,49.0
S003263,U01968,2025-02-20T14:21:00,Android,Delhi,711.53,39.0
S003264,U01969,2025-04-09T22:19:00,Android,Kolkata,339.24,29.0
S003265,U01970,2025-01-26T16:53:00,Android,Mumbai,358.09,69.0
S003266,U01970,2025-02-24T11:01:00,Android,Mumbai,1138.85,0.0
S003267,U01971,2025-05-06T19:33:00,Android,Kolkata,890.08,0.0
S003268,U01972,2025-01-19T22:11:00,Android,Delhi,510.47,39.0
S003269,U01973,2025-01-21T15:32:00,Android,Hyderabad,481.79,59.0
S003270,U01974,2025-03-31T15:54:00,Android,Bengaluru,316.61,39.0
S003271,U01975,2025-02-13T12:56:00,Android,Delhi,1149.78,0.0
S003272,U01976,2025-05-12T22:31:00,Android,Bengaluru,634.73,0.0
S003273,U01977,2025-01-22T07:36:00,Android,Bengaluru,747.84,29.0
S003274,U01978,2025-06-28T22:51:00,iOS,Kolkata,1396.85,0.0
S003275,U01979,2025-01-28T20:43:00,Android,Hyderabad,523.34,49.0
S003276,U01979,2025-06-23T14:29:00,Android,Hyderabad,331.61,39.0
S003277,U01979,2025-01-02T13:55:00,Android,Hyderabad,351.93,29.0
S003278,U01980,2025-02-23T12:04:00,iOS,Mumbai,767.45,29.0
S003279,U01980,2025-02-10T20:44:00,iOS,Mumbai,727.26,49.0
S003280,U01980,2025-05-29T22:17:00,iOS,Mumbai,599.88,69.0
S003281,U01981,2025-05-15T11:42:00,Android,Mumbai,1538.32,0.0
S003282,U01981,2025-06-22T11:08:00,Android,Mumbai,584.05,0.0
S003283,U01982,2025-05-28T19:22:00,Android,Mumbai,751.11,29.0
S003284,U01982,2025-03-01T10:43:00,Android,Mumbai,472.47,59.0
S003285,U01983,2025-02-04T15:50:00,Android,Mumbai,750.44,29.0
S003286,U01983,2025-03-10T07:37:00,Android,Mumbai,428.44,29.0
S003287,U01984,2025-01-22T15:02:00,Android,Hyderabad,681.44,29.0
S003288,U01984,2025-06-21T15:02:00,Android,Hyderabad,551.24,49.0
S003289,U01985,2025-05-12T15:57:00,Android,Mumbai,940.02,0.0
S003290,U01985,2025-02-20T19:33:00,Android,Mumbai,537.19,59.0
S003291,U01986,2025-06-18T16:08:00,Android,Hyderabad,982.59,29.0
S003292,U01986,2025-05-08T13:37:00,Android,Hyderabad,605.09,39.0
S003293,U01987,2025-01-15T14:10:00,iOS,Delhi,640.31,39.0
S003294,U01988,2025-05-19T17:34:00,Android,Kolkata,639.32,59.0
S003295,U01989,2025-01-31T19:03:00,Android,Bengaluru,785.92,39.0
S003296,U01989,2025-03-06T20:05:00,Android,Bengaluru,912.16,0.0
S003297,U01989,2025-04-11T17:35:00,Android,Bengaluru,846.28,49.0
S003298,U01989,2025-05-27T16:44:00,Android,Bengaluru,453.38,39.0
S003299,U01989,2025-06-30T19:42:00,Android,Bengaluru,947.62,0.0
S003300,U01989,2025-04-10T13:05:00,Android,Bengaluru,976.86,0.0
S003301,U01990,2025-04-26T15:55:00,Android,Delhi,877.77,29.0
S003302,U01990,2025-01-10T12:30:00,Android,Delhi,771.29,29.0
S003303,U01991,2025-05-01T16:32:00,Android,Kolkata,520.12,19.0
S003304,U01992,2025-01-09T18:38:00,iOS,Bengaluru,1219.41,0.0
S003305,U01992,2025-03-16T15:33:00,iOS,Bengaluru,1020.22,0.0
S003306,U01992,2025-02-10T08:47:00,iOS,Bengaluru,1132.25,0.0
S003307,U01993,2025-03-01T14:42:00,Android,Bengaluru,925.55,0.0
S003308,U01994,2025-05-29T22:38:00,Android,Delhi,636.59,69.0
S003309,U01995,2025-04-10T14:25:00,Android,Delhi,690.17,0.0
S003310,U01996,2025-04-17T14:02:00,Android,Kolkata,472.25,29.0
S003311,U01996,2025-02-26T13:22:00,Android,Kolkata,1402.37,0.0
S003312,U01996,2025-02-22T10:44:00,Android,Kolkata,913.19,0.0
S003313,U01997,2025-06-23T19:24:00,iOS,Hyderabad,807.31,19.0
S003314,U01998,2025-06-16T16:53:00,Android,Delhi,724.14,29.0
S003315,U01999,2025-04-25T18:37:00,iOS,Kolkata,585.38,49.0
S003316,U01999,2025-04-01T13:41:00,iOS,Kolkata,650.9,0.0
S003317,U02000,2025-02-16T07:39:00,Android,Mumbai,598.44,39.0
S003318,U02001,2025-03-11T20:44:00,Android,Kolkata,1246.95,0.0
S003319,U02001,2025-04-05T20:46:00,Android,Kolkata,732.07,49.0
S003320,U02002,2025-06-09T22:40:00,Android,Bengaluru,988.91,0.0
S003321,U02003,2025-06-07T07:20:00,Android,Mumbai,746.0,39.0
S003322,U02003,2025-06-14T16:37:00,Android,Mumbai,758.84,19.0
S003323,U02004,2025-02-28T08:36:00,Android,Bengaluru,1345.32,0.0
S003324,U02005,2025-06-03T14:18:00,Android,Bengaluru,332.22,0.0
S003325,U02005,2025-01-14T17:21:00,Android,Bengaluru,567.46,49.0
S003326,U02006,2025-01-25T18:14:00,iOS,Hyderabad,616.44,69.0
S003327,U02006,2025-01-06T18:47:00,iOS,Hyderabad,605.72,49.0
S003328,U02007,2025-05-06T10:19:00,iOS,Bengaluru,1841.98,29.0
S003329,U02008,2025-03-30T14:38:00,Android,Mumbai,1229.32,0.0
S003330,U02009,2025-05-20T22:11:00,Android,Hyderabad,714.18,39.0
S003331,U02009,2025-04-21T19:26:00,Android,Hyderabad,600.8,39.0
S003332,U02010,2025-03-17T14:47:00,Android,Bengaluru,1584.85,29.0
S003333,U02010,2025-02-21T11:26:00,Android,Bengaluru,918.91,49.0
S003334,U02011,2025-06-14T11:47:00,Android,Delhi,279.94,49.0
S003335,U02012,2025-01-31T17:41:00,Android,Hyderabad,539.71,59.0
S003336,U02013,2025-04-05T17:50:00,Android,Kolkata,573.57,19.0
S003337,U02014,2025-06-01T22:49:00,Android,Delhi,1065.11,0.0
S003338,U02014,2025-01-28T21:38:00,Android,Delhi,1129.49,0.0
S003339,U02015,2025-02-17T13:32:00,Android,Kolkata,544.22,49.0
S003340,U02016,2025-03-24T22:58:00,Android,Hyderabad,603.07,69.0
S003341,U02017,2025-06-23T13:11:00,Android,Mumbai,1357.92,0.0
S003342,U02018,2025-02-18T19:54:00,Android,Delhi,550.53,39.0
S003343,U02019,2025-03-24T09:10:00,Android,Hyderabad,1043.14,39.0
S003344,U02020,2025-02-02T11:04:00,iOS,Hyderabad,446.46,0.0
S003345,U02020,2025-04-26T15:32:00,iOS,Hyderabad,521.82,49.0
S003346,U02021,2025-04-08T13:10:00,Android,Delhi,631.89,39.0
S003347,U02021,2025-02-12T22:20:00,Android,Delhi,705.39,69.0
S003348,U02022,2025-04-16T20:16:00,iOS,Kolkata,585.83,19.0
S003349,U02023,2025-03-21T18:02:00,iOS,Kolkata,1147.63,0.0
S003350,U02024,2025-05-16T19:03:00,Android,Mumbai,875.92,29.0
S003351,U02025,2025-04-12T08:32:00,iOS,Hyderabad,766.76,39.0
S003352,U02026,2025-02-14T10:48:00,iOS,Mumbai,628.1,49.0
S003353,U02027,2025-03-14T17:33:00,iOS,Hyderabad,1261.54,0.0
S003354,U02027,2025-01-24T16:53:00,iOS,Hyderabad,504.38,39.0
S003355,U02028,2025-04-02T08:19:00,iOS,Hyderabad,484.39,39.0
S003356,U02029,2025-02-09T22:42:00,Android,Bengaluru,1189.22,49.0
S003357,U02030,2025-05-24T08:24:00,Android,Bengaluru,744.95,69.0
S003358,U02030,2025-02-14T19:50:00,Android,Bengaluru,902.47,0.0
S003359,U02031,2025-02-08T07:23:00,iOS,Delhi,664.74,39.0
S003360,U02032,2025-06-20T07:11:00,iOS,Kolkata,1184.48,0.0
S003361,U02032,2025-05-29T16:16:00,iOS,Kolkata,638.05,19.0
S003362,U02033,2025-01-05T20:12:00,Android,Delhi,1234.97,0.0
S003363,U02034,2025-04-27T10:29:00,Android,Kolkata,406.34,39.0
S003364,U02034,2025-03-03T22:42:00,Android,Kolkata,510.91,39.0
S003365,U02035,2025-01-17T14:45:00,Android,Delhi,510.0,29.0
S003366,U02036,2025-03-09T15:57:00,iOS,Delhi,1286.67,0.0
S003367,U02036,2025-01-30T11:06:00,iOS,Delhi,665.62,0.0
S003368,U02036,2025-02-20T14:00:00,iOS,Delhi,558.33,49.0
S003369,U02036,2025-06-19T16:30:00,iOS,Delhi,1171.35,19.0
S003370,U02036,2025-01-21T12:03:00,iOS,Delhi,923.35,39.0
S003371,U02037,2025-05-15T14:20:00,Android,Kolkata,517.83,19.0
S003372,U02038,2025-01-23T15:11:00,Android,Mumbai,684.49,29.0
S003373,U02038,2025-03-24T12:55:00,Android,Mumbai,515.15,0.0
S003374,U02039,2025-03-10T16:08:00,Android,Delhi,585.11,19.0
S003375,U02039,2025-02-12T11:34:00,Android,Delhi,1905.81,0.0
S003376,U02040,2025-01-02T12:19:00,Android,Bengaluru,780.92,59.0
S003377,U02040,2025-06-19T16:50:00,Android,Bengaluru,424.84,39.0
S003378,U02041,2025-05-22T19:14:00,iOS,Bengaluru,320.44,69.0
S003379,U02042,2025-02-24T12:41:00,Android,Bengaluru,526.61,69.0
S003380,U02043,2025-02-08T12:12:00,Android,Delhi,1125.96,49.0
S003381,U02044,2025-03-17T12:14:00,Android,Mumbai,598.17,49.0
S003382,U02045,2025-06-23T17:39:00,iOS,Delhi,956.11,0.0
S003383,U02045,2025-04-15T17:36:00,iOS,Delhi,1266.68,0.0
S003384,U02045,2025-04-19T07:50:00,iOS,Delhi,1570.48,0.0
S003385,U02045,2025-04-30T22:46:00,iOS,Delhi,1134.88,29.0
S003386,U02046,2025-06-12T09:01:00,Android,Bengaluru,1371.67,59.0
S003387,U02046,2025-04-24T21:47:00,Android,Bengaluru,393.1,0.0
S003388,U02046,2025-04-17T07:18:00,Android,Bengaluru,770.03,39.0
S003389,U02046,2025-01-19T11:38:00,Android,Bengaluru,456.97,0.0
S003390,U02047,2025-03-01T08:38:00,Android,Delhi,479.87,29.0
S003391,U02048,2025-01-20T17:47:00,Android,Delhi,502.57,0.0
S003392,U02048,2025-05-18T14:10:00,Android,Delhi,476.56,39.0
S003393,U02049,2025-04-02T10:18:00,iOS,Kolkata,1028.42,0.0
S003394,U02050,2025-04-15T19:16:00,iOS,Delhi,510.32,19.0
S003395,U02050,2025-01-26T19:43:00,iOS,Delhi,792.65,49.0
S003396,U02051,2025-01-11T07:05:00,Android,Bengaluru,808.14,29.0
S003397,U02052,2025-04-09T11:33:00,Android,Mumbai,453.65,59.0
S003398,U02052,2025-04-01T18:32:00,Android,Mumbai,353.67,29.0
S003399,U02053,2025-05-23T07:52:00,iOS,Kolkata,764.64,49.0
S003400,U02054,2025-02-06T17:15:00,Android,Hyderabad,454.63,29.0
S003401,U02054,2025-02-04T14:28:00,Android,Hyderabad,401.01,39.0
S003402,U02054,2025-06-23T18:16:00,Android,Hyderabad,680.82,39.0
S003403,U02054,2025-03-02T22:43:00,Android,Hyderabad,1166.05,0.0
S003404,U02054,2025-03-12T09:50:00,Android,Hyderabad,1046.19,0.0
S003405,U02055,2025-05-11T14:38:00,Android,Hyderabad,1157.38,0.0
S003406,U02055,2025-02-23T07:06:00,Android,Hyderabad,424.13,49.0
S003407,U02056,2025-05-24T20:56:00,iOS,Kolkata,1901.84,0.0
S003408,U02057,2025-05-11T15:08:00,iOS,Mumbai,592.33,29.0
S003409,U02057,2025-04-29T18:44:00,iOS,Mumbai,959.31,0.0
S003410,U02058,2025-05-31T11:16:00,iOS,Kolkata,850.15,49.0
S003411,U02059,2025-01-17T14:19:00,iOS,Bengaluru,1079.86,0.0
S003412,U02060,2025-06-19T14:55:00,Android,Hyderabad,907.78,0.0
S003413,U02061,2025-04-16T13:11:00,Android,Hyderabad,420.66,49.0
S003414,U02062,2025-06-09T10:09:00,Android,Kolkata,1098.14,29.0
S003415,U02062,2025-03-05T19:57:00,Android,Kolkata,864.35,49.0
S003416,U02063,2025-03-23T10:02:00,Android,Delhi,1018.64,0.0
S003417,U02063,2025-05-02T15:00:00,Android,Delhi,555.53,29.0
S003418,U02064,2025-06-05T19:30:00,Android,Hyderabad,1013.59,0.0
S003419,U02064,2025-02-27T20:13:00,Android,Hyderabad,1025.86,0.0
S003420,U02064,2025-06-23T19:33:00,Android,Hyderabad,921.82,39.0
S003421,U02065,2025-05-01T15:35:00,Android,Bengaluru,586.27,69.0
S003422,U02066,2025-05-04T13:39:00,iOS,Mumbai,483.31,49.0
S003423,U02066,2025-01-06T18:30:00,iOS,Mumbai,1312.16,49.0
S003424,U02066,2025-01-25T22:18:00,iOS,Mumbai,841.76,0.0
S003425,U02067,2025-02-14T22:46:00,Android,Delhi,244.66,39.0
S003426,U02068,2025-02-27T18:56:00,iOS,Mumbai,691.6,19.0
S003427,U02068,2025-01-24T10:26:00,iOS,Mumbai,560.61,49.0
S003428,U02068,2025-05-11T21:54:00,iOS,Mumbai,774.71,39.0
S003429,U02069,2025-05-26T16:18:00,Android,Mumbai,897.1,49.0
S003430,U02070,2025-01-24T13:34:00,Android,Delhi,559.61,39.0
S003431,U02071,2025-03-21T22:09:00,Android,Bengaluru,457.88,49.0
S003432,U02071,2025-05-10T10:53:00,Android,Bengaluru,477.0,69.0
S003433,U02071,2025-03-16T11:38:00,Android,Bengaluru,965.07,49.0
S003434,U02072,2025-01-21T19:12:00,Android,Delhi,925.25,0.0
S003435,U02072,2025-05-27T20:39:00,Android,Delhi,884.86,39.0
S003436,U02072,2025-01-29T19:34:00,Android,Delhi,501.38,29.0
S003437,U02073,2025-04-10T22:12:00,Android,Mumbai,1109.4,0.0
S003438,U02074,2025-01-16T18:30:00,Android,Mumbai,711.23,0.0
S003439,U02075,2025-05-19T17:53:00,Android,Hyderabad,692.43,39.0
S003440,U02076,2025-05-20T22:17:00,Android,Bengaluru,487.16,59.0
S003441,U02077,2025-01-18T13:13:00,Android,Hyderabad,1478.77,0.0
S003442,U02077,2025-02-28T14:42:00,Android,Hyderabad,615.35,49.0
S003443,U02077,2025-03-24T12:41:00,Android,Hyderabad,825.97,39.0
S003444,U02078,2025-02-19T18:51:00,Android,Hyderabad,1096.65,49.0
S003445,U02079,2025-03-28T21:32:00,Android,Bengaluru,912.7,49.0
