order_id,session_id,user_id,order_date,order_value,payment_method,payment_status,delivery_fee
O000843,S001921,U01148,2025-04-24T22:37:36,818.71,UPI,Success,19.0
O000844,S001922,U01148,2025-05-14T19:06:36,1068.41,UPI,Success,59.0
O000845,S001923,U01148,2025-01-18T10:34:36,497.63,Cash on Delivery,Success,29.0
O000846,S001924,U01148,2025-02-02T15:08:36,918.38,Wallet,Success,19.0
O000847,S001926,U01150,2025-05-26T08:17:36,932.46,Card,Success,59.0
O000848,S001927,U01150,2025-06-18T11:45:36,1468.7,UPI,Success,29.0
O000849,S001929,U01151,2025-01-29T09:00:36,977.03,Cash on Delivery,Success,0.0
O000850,S001930,U01152,2025-04-07T21:14:36,919.9,Wallet,Success,39.0
O000851,S001933,U01153,2025-03-11T22:50:36,808.12,Cash on Delivery,Success,19.0
O000852,S001934,U01154,2025-05-21T07:10:36,889.19,Card,Success,29.0
O000853,S001935,U01155,2025-03-11T12:18:36,350.08,Card,Success,59.0
O000854,S001945,U01162,2025-04-14T11:00:36,746.79,UPI,Success,19.0
O000855,S001950,U01165,2025-06-20T09:09:36,342.75,Cash on Delivery,Success,29.0
O000856,S001953,U01167,2025-03-29T08:49:36,452.92,Card,Success,69.0
O000857,S001956,U01169,2025-05-21T20:52:36,967.62,Card,Success,0.0
O000858,S001958,U01169,2025-06-02T22:09:36,663.68,UPI,Success,49.0
O000859,S001961,U01171,2025-01-20T11:37:36,649.04,Cash on Delivery,Success,49.0
O000860,S001969,U01176,2025-06-30T18:34:36,383.74,Wallet,Success,49.0
O000861,S001971,U01178,2025-03-12T17:57:36,807.87,Card,Success,39.0
O000862,S001973,U01180,2025-05-27T16:41:36,614.41,Card,Success,49.0
O000863,S001979,U01184,2025-02-02T13:33:36,1010.16,UPI,Success,0.0
O000864,S001981,U01186,2025-02-22T09:26:36,995.08,UPI,Success,39.0
O000865,S001982,U01187,2025-05-12T15:50:36,1250.99,Cash on Delivery,Success,29.0
O000866,S001986,U01190,2025-06-26T11:33:36,1070.09,UPI,Success,0.0
O000867,S001987,U01191,2025-06-14T16:47:36,609.55,Card,Success,19.0
O000868,S001988,U01192,2025-02-12T14:51:36,911.92,UPI,Success,0.0
O000869,S001992,U01193,2025-04-14T12:22:36,1628.99,UPI,Success,0.0
O000871,S001994,U01194,2025-03-18T11:01:36,790.14,UPI,Success,0.0
O000873,S001998,U01195,2025-06-24T18:36:36,854.59,Card,Success,49.0
O000874,S002000,U01197,2025-04-03T09:09:36,541.06,UPI,Success,29.0
O000875,S002007,U01201,2025-03-09T18:12:36,610.94,UPI,Success,0.0
O000877,S002010,U01204,2025-05-29T16:36:36,805.09,UPI,Success,39.0
O000878,S002012,U01205,2025-02-20T14:36:36,394.16,Wallet,Success,39.0
O000879,S002017,U01207,2025-04-15T07:23:36,747.85,UPI,Success,29.0
O000880,S002020,U01210,2025-05-31T08:29:36,780.44,UPI,Success,39.0
O000881,S002022,U01211,2025-05-01T21:54:36,1119.85,Wallet,Success,0.0
O000882,S002032,U01218,2025-03-03T10:00:36,562.87,UPI,Success,49.0
O000883,S002033,U01219,2025-03-29T18:48:36,390.4,UPI,Success,49.0
O000884,S002034,U01220,2025-03-28T18:57:36,396.68,Card,Success,49.0
O000887,S002049,U01226,2025-02-26T20:02:36,637.41,UPI,Success,49.0
O000888,S002055,U01229,2025-03-29T16:47:36,707.04,UPI,Success,29.0
O000889,S002057,U01231,2025-06-29T14:33:36,1486.93,Wallet,Success,0.0
O000890,S002062,U01234,2025-02-09T19:05:36,1240.16,UPI,Success,0.0
O000891,S002066,U01235,2025-05-25T16:01:36,529.47,Card,Success,49.0
O000892,S002067,U01236,2025-01-28T20:23:36,365.76,Card,Success,39.0
O000893,S002068,U01237,2025-05-20T14:12:36,1308.4,UPI,Success,0.0
O000894,S002074,U01242,2025-04-28T09:09:36,827.16,UPI,Success,19.0
O000895,S002076,U01242,2025-01-24T12:59:36,803.07,UPI,Success,29.0
O000896,S002080,U01246,2025-03-01T18:14:36,616.48,UPI,Success,29.0
O000897,S002081,U01247,2025-05-22T15:40:36,469.73,Card,Success,39.0
O000898,S002084,U01248,2025-01-18T12:07:36,789.05,Wallet,Success,49.0
O000899,S002089,U01250,2025-03-25T14:18:36,1005.25,UPI,Success,0.0
O000900,S002090,U01250,2025-01-24T10:53:36,789.46,UPI,Success,19.0
O000901,S002092,U01251,2025-04-04T13:38:36,583.51,UPI,Success,39.0
O000902,S002098,U01254,2025-03-04T19:31:36,1237.14,Card,Success,49.0
O000903,S002100,U01256,2025-02-02T11:56:36,623.16,UPI,Success,19.0
O000904,S002104,U01257,2025-06-14T12:44:36,491.69,Cash on Delivery,Success,49.0
O000905,S002105,U01257,2025-05-14T07:28:36,634.72,UPI,Success,39.0
O000906,S002106,U01257,2025-04-28T17:45:36,1461.54,UPI,Success,0.0
O000907,S002107,U01258,2025-05-31T07:08:36,784.95,Wallet,Success,19.0
O000908,S002108,U01258,2025-06-20T22:01:36,596.16,UPI,Success,39.0
O000910,S002112,U01260,2025-05-04T08:24:36,549.49,UPI,Success,39.0
O000911,S002113,U01261,2025-02-21T17:48:36,483.72,UPI,Success,39.0
O000912,S002122,U01266,2025-02-14T18:40:36,993.63,UPI,Success,0.0
O000913,S002124,U01267,2025-03-18T12:40:36,642.41,UPI,Success,29.0
O000914,S002125,U01268,2025-03-10T10:13:36,853.07,Card,Success,39.0
O000915,S002127,U01268,2025-03-26T09:20:36,1043.7,UPI,Success,49.0
O000916,S002131,U01271,2025-04-15T18:04:36,692.02,Wallet,Success,59.0
O000917,S002134,U01272,2025-06-12T09:15:36,1261.68,UPI,Success,39.0
O000918,S002135,U01272,2025-04-11T19:06:36,792.95,UPI,Success,0.0
O000919,S002137,U01274,2025-06-25T14:57:36,647.55,UPI,Success,59.0
O000920,S002141,U01278,2025-03-24T13:11:36,573.21,UPI,Success,29.0
O000921,S002146,U01280,2025-03-22T22:45:36,1189.73,UPI,Success,0.0
O000922,S002147,U01280,2025-05-11T14:51:36,742.04,Cash on Delivery,Success,39.0
O000924,S002151,U01284,2025-03-30T21:55:36,809.32,UPI,Success,69.0
O000925,S002152,U01284,2025-05-02T08:06:36,1049.79,UPI,Success,29.0
O000926,S002154,U01285,2025-05-15T17:33:36,1281.18,UPI,Success,39.0
O000927,S002156,U01287,2025-02-22T19:46:36,890.3,Card,Success,39.0
O000928,S002157,U01288,2025-05-09T08:26:36,623.84,Card,Success,29.0
O000930,S002159,U01290,2025-06-19T11:23:36,995.74,UPI,Success,0.0
O000931,S002164,U01293,2025-06-19T19:43:36,729.65,Cash on Delivery,Success,39.0
O000932,S002169,U01298,2025-06-14T11:32:36,685.0,UPI,Success,29.0
O000933,S002171,U01299,2025-05-27T21:31:36,1035.04,UPI,Success,0.0
O000934,S002175,U01303,2025-04-27T08:22:36,974.45,UPI,Success,39.0
O000936,S002178,U01304,2025-05-21T19:30:36,390.23,UPI,Success,69.0
O000937,S002180,U01306,2025-01-30T09:56:36,897.42,Card,Success,0.0
O000938,S002181,U01307,2025-06-22T17:27:36,1455.82,Card,Success,0.0
O000939,S002187,U01310,2025-05-16T10:37:36,825.14,Wallet,Success,29.0
O000940,S002188,U01311,2025-05-14T15:34:36,674.37,Card,Success,0.0
O000942,S002190,U01312,2025-03-21T22:31:36,385.25,UPI,Success,49.0
O000943,S002191,U01312,2025-01-15T22:54:36,869.78,Cash on Delivery,Success,49.0
O000944,S002196,U01316,2025-01-02T11:49:36,534.76,UPI,Success,39.0
O000945,S002197,U01317,2025-03-01T18:55:36,987.75,UPI,Success,0.0
O000946,S002200,U01319,2025-02-11T18:56:36,592.68,Cash on Delivery,Success,49.0
O000947,S002202,U01320,2025-06-09T12:14:36,559.37,UPI,Success,0.0
O000948,S002205,U01322,2025-05-26T15:18:36,487.53,UPI,Success,39.0
O000949,S002208,U01324,2025-06-08T08:55:36,570.85,Wallet,Success,19.0
O000950,S002212,U01326,2025-05-13T14:21:36,1401.73,Card,Success,0.0
O000951,S002213,U01326,2025-02-23T14:38:36,698.52,UPI,Success,49.0
O000952,S002214,U01327,2025-06-17T07:02:36,558.44,UPI,Success,39.0
O000953,S002218,U01331,2025-03-08T18:22:36,578.02,UPI,Success,39.0
O000954,S002224,U01333,2025-03-29T12:19:36,650.7,UPI,Success,39.0
O000956,S002229,U01336,2025-06-29T21:56:36,598.91,UPI,Success,59.0
O000957,S002231,U01336,2025-06-06T18:28:36,1041.29,UPI,Success,0.0
O000959,S002234,U01338,2025-03-27T14:04:36,1272.06,UPI,Success,0.0
O000960,S002235,U01339,2025-03-15T09:46:36,730.94,UPI,Success,19.0
O000961,S002240,U01342,2025-06-02T16:48:36,1048.0,Card,Success,0.0
O000963,S002242,U01344,2025-06-28T20:11:36,1213.9,Wallet,Success,39.0
O000964,S002243,U01344,2025-06-18T13:38:36,781.06,UPI,Success,39.0
O000965,S002251,U01348,2025-05-13T22:53:36,888.87,Card,Success,49.0
O000966,S002252,U01349,2025-04-17T12:02:36,791.99,UPI,Success,19.0
O000967,S002253,U01349,2025-01-01T18:39:36,623.27,Cash on Delivery,Success,29.0
O000968,S002255,U01351,2025-01-03T08:11:36,950.45,Card,Success,0.0
O000969,S002257,U01351,2025-01-22T08:49:36,706.37,UPI,Success,49.0
O000970,S002260,U01352,2025-04-22T11:57:36,452.91,UPI,Success,29.0
O000972,S002269,U01358,2025-05-23T21:20:36,358.76,UPI,Success,69.0
O000974,S002272,U01359,2025-04-09T20:30:36,569.49,Wallet,Success,29.0
O000975,S002275,U01361,2025-04-22T21:17:36,583.31,UPI,Success,29.0
O000977,S002278,U01361,2025-01-06T19:13:36,721.24,UPI,Success,29.0
O000978,S002280,U01362,2025-01-31T17:58:36,899.14,UPI,Success,59.0
O000979,S002281,U01362,2025-06-16T19:59:36,1012.54,UPI,Success,0.0
O000980,S002286,U01364,2025-05-17T08:57:36,986.38,Card,Success,0.0
O000981,S002290,U01367,2025-05-14T13:08:36,776.69,UPI,Success,39.0
O000982,S002291,U01368,2025-01-20T17:52:36,581.07,UPI,Success,39.0
O000983,S002293,U01369,2025-04-28T18:52:36,429.28,UPI,Success,49.0
O000984,S002296,U01371,2025-01-04T20:39:36,1103.45,UPI,Success,0.0
O000985,S002298,U01372,2025-02-19T07:19:36,599.11,Wallet,Success,29.0
O000986,S002302,U01374,2025-01-20T14:12:36,1116.32,UPI,Success,0.0
O000987,S002305,U01375,2025-01-28T17:20:36,822.46,Cash on Delivery,Success,39.0
O000988,S002307,U01376,2025-05-24T19:16:36,363.67,Wallet,Success,69.0
O000989,S002309,U01377,2025-06-26T12:47:36,974.57,UPI,Success,49.0
O000990,S002311,U01378,2025-04-17T20:07:36,518.3,UPI,Success,39.0
O000991,S002312,U01379,2025-01-22T08:05:36,494.55,UPI,Success,39.0
O000993,S002314,U01380,2025-04-30T11:50:36,544.49,UPI,Success,29.0
O000994,S002315,U01380,2025-01-18T12:18:36,402.86,Wallet,Success,39.0
O000995,S002316,U01381,2025-06-07T13:14:36,976.2,UPI,Success,0.0
O000996,S002326,U01387,2025-04-06T08:28:36,469.07,Card,Success,19.0
O000997,S002327,U01388,2025-02-24T16:43:36,466.65,Card,Success,0.0
O000998,S002328,U01389,2025-03-25T11:33:36,559.12,UPI,Success,29.0
O000999,S002331,U01391,2025-06-02T07:49:36,937.09,UPI,Success,0.0
O001000,S002332,U01392,2025-02-20T20:24:36,645.94,UPI,Success,59.0
O001001,S002335,U01394,2025-02-22T12:20:36,439.51,UPI,Success,49.0
O001002,S002337,U01395,2025-03-25T09:28:36,1093.87,UPI,Success,69.0
O001003,S002340,U01397,2025-02-19T15:14:36,425.79,UPI,Success,29.0
O001004,S002341,U01398,2025-03-18T10:00:36,1025.88,Card,Success,0.0
O001005,S002342,U01398,2025-05-02T19:23:36,813.26,Card,Success,19.0
O001006,S002343,U01399,2025-02-14T20:29:36,564.91,UPI,Success,49.0
O001007,S002344,U01400,2025-02-20T13:02:36,760.43,UPI,Success,0.0
O001008,S002347,U01403,2025-04-04T11:04:36,510.86,Cash on Delivery,Success,49.0
O001009,S002348,U01403,2025-06-23T07:08:36,1461.53,Card,Success,39.0
O001011,S002355,U01407,2025-06-01T09:01:36,1055.43,Card,Success,0.0
O001012,S002357,U01408,2025-02-25T13:31:36,591.28,Card,Success,29.0
O001013,S002360,U01409,2025-03-19T07:12:36,1120.24,Wallet,Success,0.0
O001014,S002362,U01410,2025-01-27T12:42:36,434.04,UPI,Success,59.0
O001015,S002365,U01411,2025-06-20T20:24:36,529.24,UPI,Success,39.0
O001017,S002370,U01413,2025-06-11T20:37:36,695.14,Cash on Delivery,Success,59.0
O001019,S002376,U01416,2025-01-29T20:28:36,445.28,Cash on Delivery,Success,39.0
O001021,S002378,U01418,2025-04-17T20:35:36,581.69,UPI,Success,49.0
O001022,S002380,U01419,2025-06-21T10:15:36,605.27,UPI,Success,29.0
O001023,S002383,U01420,2025-05-16T11:57:36,579.82,Card,Success,39.0
O001024,S002385,U01422,2025-05-22T18:31:36,880.19,Card,Success,49.0
O001025,S002389,U01426,2025-03-13T11:52:36,366.49,UPI,Success,49.0
O001026,S002392,U01428,2025-06-06T13:29:36,702.0,Card,Success,49.0
O001027,S002399,U01433,2025-03-19T17:19:36,769.16,Card,Success,59.0
O001028,S002400,U01433,2025-04-14T16:37:36,489.02,UPI,Success,29.0
O001029,S002401,U01434,2025-02-18T16:24:36,643.76,Wallet,Success,39.0
O001030,S002404,U01436,2025-04-29T15:36:36,1919.08,UPI,Success,0.0
O001031,S002408,U01438,2025-03-15T07:28:36,201.28,UPI,Success,29.0
O001032,S002410,U01439,2025-01-22T19:07:36,2040.83,Card,Success,59.0
O001033,S002412,U01440,2025-05-19T07:18:36,1330.37,Card,Success,0.0
O001034,S002416,U01442,2025-03-06T15:00:36,446.37,Wallet,Success,49.0
O001035,S002421,U01447,2025-02-12T10:11:36,1063.86,Card,Success,49.0
O001037,S002425,U01449,2025-03-04T07:37:36,490.15,Card,Success,29.0
O001038,S002426,U01449,2025-06-23T14:36:36,544.98,Card,Success,29.0
O001039,S002427,U01449,2025-05-22T07:14:36,761.46,UPI,Success,69.0
O001041,S002432,U01452,2025-04-29T16:06:36,711.77,Wallet,Success,29.0
O001042,S002433,U01453,2025-06-28T11:58:36,665.56,Cash on Delivery,Success,39.0
O001043,S002438,U01456,2025-06-17T12:31:36,791.84,Cash on Delivery,Success,49.0
O001044,S002440,U01457,2025-01-03T07:46:36,808.67,UPI,Success,59.0
O001045,S002441,U01458,2025-02-03T11:47:36,586.34,UPI,Success,39.0
O001046,S002443,U01458,2025-04-19T18:24:36,545.33,UPI,Success,49.0
O001048,S002453,U01464,2025-05-21T21:49:36,313.89,Cash on Delivery,Success,29.0
O001049,S002455,U01466,2025-04-13T21:43:36,1002.16,UPI,Success,29.0
O001050,S002456,U01466,2025-02-23T12:03:36,354.73,Cash on Delivery,Success,29.0
O001051,S002457,U01467,2025-03-25T15:08:36,532.21,Card,Success,49.0
O001052,S002462,U01469,2025-04-07T08:36:36,694.39,Cash on Delivery,Success,69.0
O001053,S002466,U01469,2025-02-13T16:36:36,830.39,Card,Success,29.0
O001054,S002476,U01478,2025-04-04T22:34:36,1130.97,Wallet,Success,39.0
O001055,S002480,U01482,2025-06-14T17:29:36,491.63,Card,Success,49.0
O001056,S002482,U01483,2025-06-02T17:42:36,589.23,UPI,Success,39.0
O001057,S002483,U01483,2025-05-01T19:04:36,352.46,Card,Success,19.0
O001058,S002484,U01484,2025-05-07T14:47:36,1054.1,Card,Success,0.0
O001059,S002488,U01486,2025-05-02T07:33:36,1628.73,UPI,Success,0.0
O001060,S002491,U01488,2025-06-28T20:51:36,407.4,UPI,Success,39.0
O001062,S002497,U01491,2025-06-17T18:24:36,536.79,Cash on Delivery,Success,29.0
O001063,S002498,U01492,2025-03-08T18:01:36,542.68,UPI,Success,29.0
O001064,S002499,U01493,2025-02-26T17:55:36,725.24,UPI,Success,59.0
O001065,S002500,U01493,2025-03-15T20:24:36,1237.77,Wallet,Success,0.0
O001066,S002502,U01494,2025-05-22T15:34:36,1146.67,UPI,Success,0.0
O001067,S002504,U01496,2025-05-16T16:08:36,424.87,Wallet,Success,19.0
O001068,S002507,U01497,2025-02-12T12:46:36,875.77,UPI,Success,49.0
O001069,S002511,U01498,2025-02-14T14:55:36,723.87,Card,Success,29.0
O001070,S002512,U01498,2025-06-16T21:26:36,641.49,Wallet,Success,59.0
O001071,S002513,U01498,2025-06-24T10:19:36,566.34,Card,Success,59.0
O001072,S002514,U01498,2025-01-04T18:09:36,543.81,Card,Success,59.0
O001073,S002516,U01500,2025-04-28T21:59:36,1034.41,UPI,Success,0.0
O001074,S002517,U01501,2025-05-23T10:06:36,1155.09,Card,Success,49.0
O001075,S002518,U01501,2025-02-07T14:22:36,623.89,Card,Success,29.0
O001076,S002519,U01502,2025-01-21T17:47:36,958.3,Wallet,Success,0.0
O001077,S002520,U01502,2025-06-14T08:51:36,919.85,UPI,Success,0.0
O001078,S002522,U01504,2025-03-07T14:03:36,419.12,UPI,Success,49.0
O001079,S002523,U01505,2025-02-13T10:45:36,509.39,UPI,Success,49.0
O001082,S002530,U01509,2025-05-16T13:08:36,619.05,UPI,Success,19.0
O001083,S002531,U01510,2025-03-06T10:04:36,1174.88,UPI,Success,39.0
O001084,S002538,U01514,2025-04-17T12:26:36,1057.06,UPI,Success,0.0
O001086,S002543,U01518,2025-04-30T14:21:36,828.07,UPI,Success,0.0
O001087,S002544,U01519,2025-05-01T07:26:36,822.71,Cash on Delivery,Success,39.0
O001088,S002545,U01520,2025-06-29T19:32:36,626.98,UPI,Success,59.0
O001089,S002547,U01522,2025-05-28T07:37:36,795.49,Wallet,Success,39.0
O001090,S002551,U01525,2025-02-28T19:25:36,669.44,UPI,Success,39.0
O001092,S002559,U01531,2025-02-18T22:36:36,488.84,UPI,Success,39.0
O001093,S002560,U01532,2025-02-08T21:17:36,1180.59,UPI,Success,0.0
O001094,S002566,U01537,2025-02-28T10:24:36,730.67,UPI,Success,0.0
O001095,S002568,U01537,2025-03-04T10:34:36,473.62,UPI,Success,19.0
O001096,S002570,U01539,2025-02-06T18:27:36,376.59,Card,Success,69.0
O001097,S002571,U01540,2025-01-06T20:41:36,454.53,UPI,Success,29.0
O001098,S002572,U01541,2025-03-28T10:42:36,767.49,UPI,Success,29.0
O001099,S002574,U01542,2025-01-30T21:14:36,471.86,Wallet,Success,49.0
O001101,S002592,U01556,2025-02-28T21:03:36,969.5,Card,Success,69.0
O001102,S002593,U01557,2025-03-31T13:13:36,614.71,UPI,Success,29.0
O001103,S002595,U01559,2025-04-08T18:36:36,1252.52,Card,Success,0.0
O001104,S002596,U01559,2025-04-17T21:07:36,1026.83,Cash on Delivery,Success,0.0
O001105,S002598,U01560,2025-01-07T18:43:36,1639.21,Cash on Delivery,Success,0.0
O001106,S002602,U01561,2025-02-13T15:58:36,478.01,Card,Success,19.0
O001107,S002603,U01561,2025-06-25T21:26:36,478.66,Card,Success,49.0
O001108,S002605,U01562,2025-05-07T08:22:36,666.95,Card,Success,59.0
O001109,S002611,U01566,2025-01-08T07:36:36,856.55,UPI,Success,59.0
O001111,S002615,U01569,2025-06-08T21:39:36,479.82,Wallet,Success,49.0
O001112,S002618,U01572,2025-04-28T17:43:36,746.25,UPI,Success,0.0
O001113,S002619,U01572,2025-06-25T17:45:36,624.88,UPI,Success,29.0
O001114,S002623,U01574,2025-03-05T14:53:36,631.13,Wallet,Success,19.0
O001115,S002628,U01578,2025-06-10T22:48:36,991.63,UPI,Success,49.0
O001116,S002629,U01578,2025-01-03T09:23:36,709.28,UPI,Success,49.0
O001117,S002633,U01581,2025-03-15T19:24:36,963.91,UPI,Success,0.0
O001118,S002635,U01581,2025-01-17T11:51:36,832.3,Card,Success,0.0
O001120,S002639,U01584,2025-04-26T08:32:36,899.57,UPI,Success,0.0
O001122,S002644,U01588,2025-04-26T09:42:36,618.22,UPI,Success,39.0
O001123,S002647,U01590,2025-02-09T12:41:36,441.88,UPI,Success,19.0
O001124,S002651,U01592,2025-03-28T10:11:36,1162.67,UPI,Success,49.0
O001125,S002652,U01593,2025-06-15T08:19:36,684.15,Card,Success,19.0
O001126,S002654,U01593,2025-01-10T07:51:36,701.73,UPI,Success,49.0
O001127,S002658,U01595,2025-06-11T15:23:36,919.53,UPI,Success,0.0
O001128,S002659,U01595,2025-05-09T10:25:36,771.42,Card,Success,29.0
O001129,S002660,U01596,2025-02-07T13:46:36,1330.32,UPI,Success,29.0
O001131,S002665,U01599,2025-01-06T19:43:36,1108.96,UPI,Success,0.0
O001132,S002667,U01599,2025-02-22T11:16:36,1421.94,UPI,Success,0.0
O001133,S002668,U01600,2025-04-01T07:56:36,1022.73,Card,Success,29.0
O001134,S002669,U01601,2025-04-23T23:01:36,723.48,Wallet,Success,29.0
O001135,S002671,U01603,2025-01-28T18:16:36,925.01,Card,Success,0.0
O001136,S002673,U01604,2025-04-10T15:40:36,807.47,Cash on Delivery,Success,39.0
O001137,S002675,U01606,2025-03-17T18:51:36,340.42,Cash on Delivery,Success,39.0
O001138,S002676,U01607,2025-06-25T13:57:36,770.0,Card,Success,39.0
O001139,S002678,U01609,2025-01-31T18:30:36,1048.83,UPI,Success,0.0
O001140,S002682,U01612,2025-04-25T15:47:36,778.88,Wallet,Success,69.0
O001141,S002683,U01613,2025-04-07T11:35:36,1080.54,Card,Success,0.0
O001142,S002685,U01614,2025-06-21T17:39:36,499.55,UPI,Success,0.0
O001143,S002690,U01618,2025-02-24T14:30:36,566.74,Wallet,Success,19.0
O001144,S002694,U01620,2025-06-11T16:35:36,1824.76,UPI,Success,0.0
O001145,S002695,U01621,2025-01-20T10:19:36,587.07,Card,Success,0.0
O001149,S002701,U01626,2025-02-15T17:35:36,722.65,UPI,Success,29.0
O001150,S002702,U01626,2025-01-31T22:59:36,1861.61,UPI,Success,39.0
O001151,S002703,U01627,2025-06-03T21:30:36,681.49,Cash on Delivery,Success,19.0
O001152,S002705,U01629,2025-04-21T16:45:36,466.93,Wallet,Success,29.0
O001153,S002707,U01630,2025-01-27T19:07:36,763.35,Cash on Delivery,Success,59.0
O001154,S002708,U01630,2025-05-10T08:06:36,1276.82,UPI,Success,69.0
O001155,S002709,U01631,2025-05-11T07:32:36,521.42,UPI,Success,29.0
O001157,S002714,U01633,2025-01-09T12:00:36,1190.61,Wallet,Success,0.0
O001158,S002716,U01634,2025-04-07T15:17:36,592.49,Wallet,Success,19.0
O001159,S002719,U01636,2025-05-19T16:24:36,1068.95,Wallet,Success,0.0
O001160,S002727,U01643,2025-01-14T17:53:36,1042.25,UPI,Success,0.0
O001161,S002728,U01644,2025-04-03T20:41:36,821.88,Card,Success,59.0
O001162,S002730,U01645,2025-05-12T19:31:36,1076.46,Card,Success,0.0
O001163,S002732,U01647,2025-05-10T19:23:36,803.07,UPI,Success,59.0
O001164,S002737,U01649,2025-02-16T20:00:36,633.61,Card,Success,0.0
O001165,S002740,U01650,2025-02-06T17:59:36,1325.91,UPI,Success,0.0
O001167,S002746,U01655,2025-05-11T18:47:36,382.96,UPI,Success,39.0
O001168,S002749,U01657,2025-02-07T13:17:36,382.86,Card,Success,39.0
O001171,S002757,U01664,2025-03-08T22:45:36,892.15,Card,Success,69.0
O001172,S002758,U01664,2025-05-03T17:06:36,901.73,Card,Success,29.0
O001173,S002759,U01665,2025-06-29T22:56:36,593.11,UPI,Success,49.0
O001174,S002763,U01666,2025-06-17T10:08:36,796.31,Wallet,Success,49.0
O001175,S002766,U01668,2025-04-21T20:15:36,682.22,UPI,Success,29.0
O001176,S002768,U01669,2025-02-04T13:12:36,655.24,UPI,Success,39.0
O001178,S002773,U01673,2025-01-22T09:38:36,405.35,Card,Success,0.0
O001179,S002774,U01674,2025-01-29T08:44:36,775.13,Card,Success,29.0
O001180,S002777,U01676,2025-04-22T12:43:36,617.02,UPI,Success,29.0
O001182,S002780,U01677,2025-06-16T22:45:36,623.71,UPI,Success,29.0
O001183,S002781,U01678,2025-06-15T14:51:36,637.8,Wallet,Success,39.0
O001184,S002783,U01679,2025-06-29T21:06:36,664.76,Wallet,Success,39.0
O001185,S002789,U01682,2025-03-17T09:04:36,483.59,Cash on Delivery,Success,39.0
O001187,S002796,U01688,2025-04-28T18:24:36,642.97,Card,Success,49.0
O001188,S002798,U01689,2025-05-19T22:29:36,1082.63,UPI,Success,0.0
O001189,S002799,U01689,2025-03-15T16:32:36,736.29,UPI,Success,69.0
O001190,S002802,U01691,2025-05-13T10:38:36,761.38,Card,Success,19.0
O001191,S002807,U01694,2025-01-30T22:54:36,834.54,UPI,Success,29.0
O001192,S002809,U01695,2025-04-10T09:15:36,1188.36,Card,Success,0.0
O001193,S002810,U01696,2025-01-09T09:03:36,498.38,Card,Success,49.0
O001194,S002812,U01698,2025-01-31T16:16:36,710.68,Wallet,Success,39.0
O001195,S002814,U01700,2025-03-31T15:17:36,686.85,UPI,Success,39.0
O001196,S002815,U01700,2025-01-26T16:34:36,1184.36,UPI,Success,0.0
O001197,S002819,U01701,2025-04-17T21:56:36,986.39,UPI,Success,0.0
O001198,S002820,U01702,2025-05-15T16:17:36,606.38,UPI,Success,0.0
O001199,S002821,U01702,2025-04-15T17:08:36,796.44,UPI,Success,39.0
O001200,S002822,U01703,2025-01-29T21:12:36,976.65,UPI,Success,39.0
O001201,S002826,U01706,2025-06-14T19:15:36,1036.64,UPI,Success,0.0
O001202,S002827,U01706,2025-04-16T20:43:36,405.87,UPI,Success,29.0
O001203,S002828,U01706,2025-04-01T13:25:36,443.92,UPI,Success,39.0
O001204,S002829,U01706,2025-03-18T09:37:36,461.05,UPI,Success,19.0
O001205,S002832,U01709,2025-02-08T21:30:36,878.0,Wallet,Success,29.0
O001206,S002835,U01710,2025-06-17T12:31:36,570.9,UPI,Success,19.0
O001207,S002836,U01711,2025-04-08T15:19:36,1241.02,Wallet,Success,0.0
O001208,S002838,U01712,2025-06-19T17:29:36,373.41,UPI,Success,29.0
O001210,S002840,U01714,2025-04-29T09:30:36,755.06,Wallet,Success,69.0
O001212,S002842,U01716,2025-03-29T18:15:36,1296.33,Cash on Delivery,Success,0.0
O001213,S002843,U01717,2025-06-04T08:07:36,666.28,UPI,Success,29.0
O001214,S002844,U01718,2025-06-03T12:19:36,745.65,Cash on Delivery,Success,0.0
O001215,S002845,U01719,2025-06-04T12:57:36,1428.99,UPI,Success,0.0
O001216,S002857,U01729,2025-05-19T16:12:36,839.96,Wallet,Success,39.0
O001218,S002859,U01730,2025-05-12T12:29:36,1448.49,UPI,Success,0.0
O001219,S002860,U01731,2025-02-15T16:17:36,1185.19,UPI,Success,49.0
O001220,S002861,U01731,2025-03-07T21:39:36,723.9,Card,Success,59.0
O001221,S002862,U01732,2025-01-24T21:59:36,800.38,UPI,Success,39.0
O001222,S002864,U01733,2025-02-12T19:34:36,392.1,UPI,Success,19.0
O001223,S002866,U01734,2025-05-03T17:56:36,795.74,Wallet,Success,49.0
O001224,S002867,U01735,2025-02-17T20:23:36,2025.69,Card,Success,29.0
O001225,S002868,U01735,2025-01-26T10:22:36,492.16,Wallet,Success,39.0
O001226,S002870,U01736,2025-05-05T13:55:36,558.67,UPI,Success,39.0
O001227,S002871,U01737,2025-05-11T18:20:36,698.74,UPI,Success,49.0
O001228,S002876,U01741,2025-03-10T09:48:36,594.35,UPI,Success,29.0
O001230,S002884,U01746,2025-01-24T18:46:36,601.32,Cash on Delivery,Success,39.0
O001231,S002885,U01747,2025-04-04T11:28:36,815.05,UPI,Success,19.0
O001232,S002886,U01748,2025-03-02T18:43:36,536.82,UPI,Success,49.0
O001234,S002889,U01749,2025-05-07T20:13:36,629.55,UPI,Success,19.0
